title,authors,average_rating,language_code,publisher,tags
Teaching the World s Children ESL for Ages Three to Seven The Pippin Teacher s Library ,MaryAshworth/H.PatriciaWakefield,3.4,eng,PippinPublishing,"teaching the world s children esl for ages three to seven the pippin teacher s library ,maryashworth/h.patriciawakefield,pippinpublishing"
Seven Miles a Second,DavidWojnarowicz/JamesRomberger/MargueriteVanCook,4.04,eng,DCComics,"seven miles a second,davidwojnarowicz/jamesromberger/margueritevancook,dccomics"
Drop The Rock Removing Character Defects  Steps Six and Seven,BillPittman/ToddW.Hall/SaraS./ToddW.,4.44,en-US,HazeldenPublishing,"drop the rock removing character defects  steps six and seven,billpittman/toddw.hall/saras./toddw.,hazeldenpublishing"
The Oxford Dictionary of Quotations,ElizabethKnowles,4.2,en-US,OxfordUniversityPressUSA,"the oxford dictionary of quotations,elizabethknowles,oxforduniversitypressusa"
Liberty Before Liberalism,QuentinSkinner,3.9,eng,CambridgeUniversityPress,"liberty before liberalism,quentinskinner,cambridgeuniversitypress"
The Return of Grand Theory in the Human Sciences,QuentinSkinner,3.88,en-US,CambridgeUniversityPress,"the return of grand theory in the human sciences,quentinskinner,cambridgeuniversitypress"
Symptomatic,DanzySenna,3.32,eng,RiverheadBooks,"symptomatic,danzysenna,riverheadbooks"
Tales of Magick Dark Adventure,PhilBrucato/AaronRosenberg,3.45,eng,WhiteWolfGamesStudio,"tales of magick dark adventure,philbrucato/aaronrosenberg,whitewolfgamesstudio"
Doctor Tandy s First Guide to Life Extension and Transhumanity,CharlesTandy/Raël/WilliamFaloon/R.MichaelPerry/RobinHanson/NickBostrom/RobertA.FreitasJr./ChristopherJ.Phoenix/AvatarPolymorph/JimYount,4.0,eng,UniversalPublishers,"doctor tandy s first guide to life extension and transhumanity,charlestandy/raël/williamfaloon/r.michaelperry/robinhanson/nickbostrom/roberta.freitasjr./christopherj.phoenix/avatarpolymorph/jimyount,universalpublishers"
Tyrannosaurus Wrecks Stanley  1 ,LauraDriscoll/AlisaKlayman-Grodsky/EricWeiner,5.0,eng,DisneyPress,"tyrannosaurus wrecks stanley  1 ,lauradriscoll/alisaklayman-grodsky/ericweiner,disneypress"
Bailando al rescate Dora La Exploradora ,DaveAikins/LauraDriscoll,3.47,spa,Librosparaninos,"bailando al rescate dora la exploradora ,daveaikins/lauradriscoll,librosparaninos"
Richard Kern Action,RichardKern/DianHanson,3.84,eng,Taschen,"richard kern action,richardkern/dianhanson,taschen"
On Film Thinking in Action ,StephenMulhall,3.9,eng,Routledge,"on film thinking in action ,stephenmulhall,routledge"
Warren G Harding The American Presidents  29 ,JohnW.Dean/ArthurM.SchlesingerJr.,3.73,eng,TimesBooks,"warren g harding the american presidents  29 ,johnw.dean/arthurm.schlesingerjr.,timesbooks"
Prince of the City,KeithHerber,3.56,eng,WhiteWolfGamesStudio,"prince of the city,keithherber,whitewolfgamesstudio"
Spawn of Azathoth Herald of the End of Time Call of Cthulhu RPG ,KeithHerber,3.79,eng,Chaosium,"spawn of azathoth herald of the end of time call of cthulhu rpg ,keithherber,chaosium"
Random House Crossword Mega Omnibus Volume 1,UnitedFeatureSyndication,0.0,eng,RandomHousePuzzles&Games,"random house crossword mega omnibus volume 1,unitedfeaturesyndication,randomhousepuzzles&games"
Chester,SydHoff,3.74,eng,HarperCollins,"chester,sydhoff,harpercollins"
Stanley,SydHoff,3.61,eng,HarperCollinsPublishers,"stanley,sydhoff,harpercollinspublishers"
Grizzwold,SydHoff,3.82,eng,HarperCollins,"grizzwold,sydhoff,harpercollins"
Captain Cat,SydHoff,3.65,eng,HarperCollins,"captain cat,sydhoff,harpercollins"
Once Upon a Gulf Coast Summer,SusanOliver,3.44,en-US,BFiction,"once upon a gulf coast summer,susanoliver,bfiction"
Margaret Atwood s Power Mirrors Reflections and Images in Select Fiction and Poetry,ShannonHengen,3.43,eng,SumachPress,"margaret atwood s power mirrors reflections and images in select fiction and poetry,shannonhengen,sumachpress"
The Bears on Hemlock Mountain,AliceDalgliesh/HelenSewell,3.79,eng,Aladdin,"the bears on hemlock mountain,alicedalgliesh/helensewell,aladdin"
Hoodwinked,QuentinCarter,4.43,en-US,TripleCrownPublications,"hoodwinked,quentincarter,triplecrownpublications"
The Risk of Darkness Simon Serrailler  3 ,SusanHill,3.95,eng,Chatto&Windus,"the risk of darkness simon serrailler  3 ,susanhill,chatto&windus"
The Pure in Heart Simon Serrailler  2 ,SusanHill,3.92,en-GB,ChattoWindus,"the pure in heart simon serrailler  2 ,susanhill,chattowindus"
The Woman in Black,SusanHill/JohnLawrence,3.71,eng,DavidR.GodinePublisher,"the woman in black,susanhill/johnlawrence,davidr.godinepublisher"
The Pure in Heart Simon Serrailler  2 ,SusanHill,3.92,eng,Vintage,"the pure in heart simon serrailler  2 ,susanhill,vintage"
The Various Haunts of Men Simon Serrailler 1 ,SusanHill,3.82,eng,HarryN.Abrams,"the various haunts of men simon serrailler 1 ,susanhill,harryn.abrams"
Septem Quae Supersunt Tragoediae,Aeschylus/DenysL.Page,4.1,grc,ClarendonPress,"septem quae supersunt tragoediae,aeschylus/denysl.page,clarendonpress"
鋼の錬金術師 1 Hagane no Renkinjutsushi 1  Fullmetal Alchemist  1 ,HiromuArakawa,4.5,jpn,ガンガンコミックス,"鋼の錬金術師 1 hagane no renkinjutsushi 1  fullmetal alchemist  1 ,hiromuarakawa,ガンガンコミックス"
鋼の錬金術師 4 Fullmetal Alchemist  4 ,HiromuArakawa,4.55,jpn,ガンガンコミックス,"鋼の錬金術師 4 fullmetal alchemist  4 ,hiromuarakawa,ガンガンコミックス"
鋼の錬金術師 5 Fullmetal Alchemist  5 ,HiromuArakawa,4.56,jpn,ガンガンコミックス,"鋼の錬金術師 5 fullmetal alchemist  5 ,hiromuarakawa,ガンガンコミックス"
鋼の錬金術師 3 Fullmetal Alchemist  3 ,HiromuArakawa,4.56,jpn,ガンガンコミックス,"鋼の錬金術師 3 fullmetal alchemist  3 ,hiromuarakawa,ガンガンコミックス"
鋼の錬金術師 8 Fullmetal Alchemist 8 ,HiromuArakawa,4.57,jpn,ガンガンコミックス,"鋼の錬金術師 8 fullmetal alchemist 8 ,hiromuarakawa,ガンガンコミックス"
Love s Executioner And Other Tales Of Psychotherapy,IrvinD.Yalom,4.21,eng,PenguinBooks,"love s executioner and other tales of psychotherapy,irvind.yalom,penguinbooks"
The Brothers Karamazov,FyodorDostoyevsky/ThomasR.BeyerJr./SimonVance,4.32,eng,HovelAudio,"the brothers karamazov,fyodordostoyevsky/thomasr.beyerjr./simonvance,hovelaudio"
Old Filth Old Filth  1 ,JaneGardam,3.93,eng,EuropaEditions,"old filth old filth  1 ,janegardam,europaeditions"
Filth,IrvineWelsh,3.73,eng,Vintage,"filth,irvinewelsh,vintage"
The Gospel of Filth A Bible of Decadence  Darkness,GavinBaddeley/DaniFilth,4.45,eng,FabPress,"the gospel of filth a bible of decadence  darkness,gavinbaddeley/danifilth,fabpress"
Divine Filth Lost Writings Modern Classics ,GeorgesBataille,3.88,eng,CreationBooks,"divine filth lost writings modern classics ,georgesbataille,creationbooks"
Filth Dirt Disgust and Modern Life,WilliamA.Cohen,4.08,eng,UnivOfMinnesotaPress,"filth dirt disgust and modern life,williama.cohen,univofminnesotapress"
Pink Flamingos and Other Filth Three Screenplays,JohnWaters,4.21,eng,RunningPress,"pink flamingos and other filth three screenplays,johnwaters,runningpress"
Let It Be Love Effingtons  11 ,VictoriaAlexander,3.79,eng,Avon,"let it be love effingtons  11 ,victoriaalexander,avon"
The Marriage Lesson Effingtons  3 ,VictoriaAlexander,3.9,eng,Avon,"the marriage lesson effingtons  3 ,victoriaalexander,avon"
When We Meet Again Effingtons  10 ,VictoriaAlexander,3.87,eng,Avon,"when we meet again effingtons  10 ,victoriaalexander,avon"
Her Highness My Wife Effingtons  5 ,VictoriaAlexander,3.66,eng,AvonHarperCollins,"her highness my wife effingtons  5 ,victoriaalexander,avonharpercollins"
Love With the Proper Husband Effingtons  6 ,VictoriaAlexander,3.85,eng,Avon,"love with the proper husband effingtons  6 ,victoriaalexander,avon"
The Lady in Question Effingtons  7 ,VictoriaAlexander,3.77,eng,Avon,"the lady in question effingtons  7 ,victoriaalexander,avon"
Going on Being Buddhism and the Way of Change,MarkEpstein,3.99,eng,BroadwayBooks,"going on being buddhism and the way of change,markepstein,broadwaybooks"
A New History of Early English Drama,JohnD.Cox/DavidScottKastan/StephenGreenblatt,4.05,eng,ColumbiaUniversityPress,"a new history of early english drama,johnd.cox/davidscottkastan/stephengreenblatt,columbiauniversitypress"
The Shell Seekers,RosamundePilcher,4.15,eng,GramercyBooks,"the shell seekers,rosamundepilcher,gramercybooks"
Cat s Cradle Cat  1 ,WilliamW.Johnstone,3.85,eng,Zebra,"cat s cradle cat  1 ,williamw.johnstone,zebra"
Five Patients,MichaelCrichton,3.48,eng,Arrow,"five patients,michaelcrichton,arrow"
Undertaker of the Mind John Monro and Mad Doctoring in Eighteenth Century England,JonathanAndrews/AndrewScull,3.42,eng,UniversityofCaliforniaPress,"undertaker of the mind john monro and mad doctoring in eighteenth century england,jonathanandrews/andrewscull,universityofcaliforniapress"
Consider the Lilies,IainCrichtonSmith/IsobelMurray,3.88,eng,Polygon,"consider the lilies,iaincrichtonsmith/isobelmurray,polygon"
The Admirable Crichton,J.M.Barrie,3.72,eng,HardPress,"the admirable crichton,j.m.barrie,hardpress"
The Delta Star,JosephWambaugh,3.66,eng,Bantam,"the delta star,josephwambaugh,bantam"
Finnegan s Week,JosephWambaugh,3.63,eng,Bantam,"finnegan s week,josephwambaugh,bantam"
The Miraculous Journey of Edward Tulane,KateDiCamillo/BagramIbatoulline,4.37,eng,CandlewickPress,"the miraculous journey of edward tulane,katedicamillo/bagramibatoulline,candlewickpress"
The Tiger Rising,KateDiCamillo,3.82,eng,CandlewickPress,"the tiger rising,katedicamillo,candlewickpress"
Mercy Watson Goes for a Ride,KateDiCamillo/ChrisVanDusen,4.15,eng,CandlewickPress,"mercy watson goes for a ride,katedicamillo/chrisvandusen,candlewickpress"
The Tale of Despereaux,KateDiCamillo/TimothyBasilEring,4.04,eng,CandlewickPress,"the tale of despereaux,katedicamillo/timothybasilering,candlewickpress"
Mercy Watson to the Rescue,KateDiCamillo/ChrisVanDusen,4.05,eng,CandlewickPress,"mercy watson to the rescue,katedicamillo/chrisvandusen,candlewickpress"
Mercy Watson Princess in Disguise,KateDiCamillo/ChrisVanDusen,4.16,eng,CandlewickPress,"mercy watson princess in disguise,katedicamillo/chrisvandusen,candlewickpress"
The Mill on the Floss,GeorgeEliot,3.79,en-GB,PenguinBooks,"the mill on the floss,georgeeliot,penguinbooks"
Culture Shock Laos Culture Shock ,StephenMansfield,3.29,eng,Kuperard,"culture shock laos culture shock ,stephenmansfield,kuperard"
The Cambridge Companion to Plotinus,LloydP.Gerson,4.36,eng,CambridgeUniversityPress,"the cambridge companion to plotinus,lloydp.gerson,cambridgeuniversitypress"
In the Land of the Lawn Weenies and Other Warped and Creepy Tales Weenies series  1 ,DavidLubar,3.96,en-US,Starscape,"in the land of the lawn weenies and other warped and creepy tales weenies series  1 ,davidlubar,starscape"
Hidden Talents Talents  1 ,DavidLubar,3.94,eng,Starscape,"hidden talents talents  1 ,davidlubar,starscape"
Dunk,DavidLubar,3.8,eng,HMHBooksforYoungReaders,"dunk,davidlubar,hmhbooksforyoungreaders"
Carnet de Voyage,CraigThompson,3.76,en-US,TopShelfProductions,"carnet de voyage,craigthompson,topshelfproductions"
Dark Horse Deluxe Journal Craig Thompson s Angels and Demons,CraigThompson,3.52,eng,DarkHorse,"dark horse deluxe journal craig thompson s angels and demons,craigthompson,darkhorse"
Good Bye Chunky Rice,CraigThompson,3.8,eng,PantheonBooks,"good bye chunky rice,craigthompson,pantheonbooks"
Adieu Chunky Rice,CraigThompson,3.8,spa,Delcourt,"adieu chunky rice,craigthompson,delcourt"
Balanchine A Biography,BernardTaper,4.31,eng,UniversityofCaliforniaPress,"balanchine a biography,bernardtaper,universityofcaliforniapress"
A Scandalous Life The Biography of Jane Digby,MaryS.Lovell,4.02,en-US,FourthEstate,"a scandalous life the biography of jane digby,marys.lovell,fourthestate"
The Splendid Outcast Beryl Markham s African Stories,BerylMarkham/MaryS.Lovell,3.72,eng,NorthPointPress,"the splendid outcast beryl markham s african stories,berylmarkham/marys.lovell,northpointpress"
Eyes of Prey Lucas Davenport  3 ,JohnSandford,4.18,eng,G.P.Putnam'sSons,"eyes of prey lucas davenport  3 ,johnsandford,g.p.putnam'ssons"
Sharpe s Prey Sharpe  5 ,BernardCornwell,4.05,eng,HarperPaperbacks,"sharpe s prey sharpe  5 ,bernardcornwell,harperpaperbacks"
Broken Prey Lucas Davenport  16 ,JohnSandford,4.18,eng,Berkley,"broken prey lucas davenport  16 ,johnsandford,berkley"
Rules of Prey Lucas Davenport  1 ,JohnSandford,4.11,eng,G.P.Putnam'sSons,"rules of prey lucas davenport  1 ,johnsandford,g.p.putnam'ssons"
Certain Prey Lucas Davenport  10 ,JohnSandford,4.22,eng,Simon&Schuster,"certain prey lucas davenport  10 ,johnsandford,simon&schuster"
Winter Prey Lucas Davenport  5 ,JohnSandford,4.26,eng,Berkley,"winter prey lucas davenport  5 ,johnsandford,berkley"
Destiny s Daughters,GwynneForster/DonnaHill/ParryA.Brown,4.2,eng,Kensington,"destiny s daughters,gwynneforster/donnahill/parrya.brown,kensington"
Fragments,JeanBaudrillard/EmilyAgar,3.8,eng,Verso,"fragments,jeanbaudrillard/emilyagar,verso"
The Consumer Society Myths and Structures,JeanBaudrillard/ChrisTurner/GeorgeRitzer,4.11,eng,SagePublicationsLtd,"the consumer society myths and structures,jeanbaudrillard/christurner/georgeritzer,sagepublicationsltd"
The Vital Illusion,JeanBaudrillard/JuliaWitwer,3.84,eng,ColumbiaUniversityPress,"the vital illusion,jeanbaudrillard/juliawitwer,columbiauniversitypress"
Hijos de la medianoche,SalmanRushdie/MiguelSáenz,3.98,spa,DeBolsillo,"hijos de la medianoche,salmanrushdie/miguelsáenz,debolsillo"
Wicked Ties Wicked Lovers  1 ,ShaylaBlack,3.96,en-US,BerkleyHeat,"wicked ties wicked lovers  1 ,shaylablack,berkleyheat"
On a Wicked Dawn Cynster  9 ,StephanieLaurens,4.06,eng,Avon,"on a wicked dawn cynster  9 ,stephanielaurens,avon"
The Wicked Vampire Huntress  8 ,L.A.Banks,4.41,en-US,St.MartinsPress-3PL,"the wicked vampire huntress  8 ,l.a.banks,st.martinspress-3pl"
Wicked Sacrifice Bound Hearts  4 5 ,LoraLeigh,4.21,eng,EllorasCave,"wicked sacrifice bound hearts  4 5 ,loraleigh,ellorascave"
My Wicked Pirate,RonaSharon,3.9,eng,Zebra,"my wicked pirate,ronasharon,zebra"
Wicked Dreams,Kingdome19,3.67,eng,BrunoGmünder,"wicked dreams,kingdome19,brunogmünder"
If I Have a Wicked Stepmother Where s My Prince ,MelissaKantor,3.66,en-US,Disney-Hyperion,"if i have a wicked stepmother where s my prince ,melissakantor,disney-hyperion"
A Couple of April Fools The Hamlet Chronicles 6 ,GregoryMaguire/ElaineClayton,3.48,eng,HarperCollins,"a couple of april fools the hamlet chronicles 6 ,gregorymaguire/elaineclayton,harpercollins"
The Good Liar,GregoryMaguire,3.54,eng,HarperCollins,"the good liar,gregorymaguire,harpercollins"
Seven Spiders Spinning The Hamlet Chronicles  1 ,GregoryMaguire/DirkZimmer,3.6,eng,HarperCollins,"seven spiders spinning the hamlet chronicles  1 ,gregorymaguire/dirkzimmer,harpercollins"
Three Rotten Eggs The Hamlet Chronicles  5 ,GregoryMaguire/ElaineClayton,3.74,eng,HarperCollins,"three rotten eggs the hamlet chronicles  5 ,gregorymaguire/elaineclayton,harpercollins"
Das Tulpenhaus oder Bekenntnisse einer häßlichen Stiefschwester,GregoryMaguire/MechtildSandberg-Ciletti,3.53,ger,Dtv,"das tulpenhaus oder bekenntnisse einer häßlichen stiefschwester,gregorymaguire/mechtildsandberg-ciletti,dtv"
On the Night You Were Born,NancyTillman,4.36,en-US,Feiwel&Friends,"on the night you were born,nancytillman,feiwel&friends"
The Night at the Museum,MilanTrenc,3.91,eng,B.E.S.Publishing,"the night at the museum,milantrenc,b.e.s.publishing"
The Heart Is a Lonely Hunter,CarsonMcCullers,3.98,eng,MarinerBooks,"the heart is a lonely hunter,carsonmccullers,marinerbooks"
The Heart Is a Lonely Hunter,CarsonMcCullers/KasiaBoddy,3.98,eng,PenguinClassics,"the heart is a lonely hunter,carsonmccullers/kasiaboddy,penguinclassics"
The Prime of Miss Jean Brodie  The Girls of Slender Means  The Driver s Seat  The Only Problem,MurielSpark,3.79,eng,RandomHouse,"the prime of miss jean brodie  the girls of slender means  the driver s seat  the only problem,murielspark,randomhouse"
The Prime of Miss Jean Brodie  The Girls of Slender Means  The Driver s Seat  The Only Problem,MurielSpark,3.79,eng,Everyman'sLibrary,"the prime of miss jean brodie  the girls of slender means  the driver s seat  the only problem,murielspark,everyman'slibrary"
The Pat Hobby Stories,F.ScottFitzgerald/ArnoldGingrich,3.56,eng,Scribner,"the pat hobby stories,f.scottfitzgerald/arnoldgingrich,scribner"
The Pursuit of the Well Beloved  The Well Beloved,ThomasHardy/PatriciaIngham,3.61,eng,PenguinClassics,"the pursuit of the well beloved  the well beloved,thomashardy/patriciaingham,penguinclassics"
Playing in the Dark Whiteness and the Literary Imagination,ToniMorrison,4.24,eng,HarvardUniversityPress,"playing in the dark whiteness and the literary imagination,tonimorrison,harvarduniversitypress"
The Big Box,ToniMorrison/SladeMorrison,3.95,eng,LittleBrownBooksforYoungReaders,"the big box,tonimorrison/slademorrison,littlebrownbooksforyoungreaders"
Their Eyes Were Watching God,ZoraNealeHurston,3.91,eng,Amistad,"their eyes were watching god,zoranealehurston,amistad"
Grasping God s Word A Hands On Approach to Reading Interpreting and Applying the Bible,J.ScottDuvall/J.DanielHays,4.17,en-US,ZondervanPublishingCompany,"grasping god s word a hands on approach to reading interpreting and applying the bible,j.scottduvall/j.danielhays,zondervanpublishingcompany"
The Short Stories of Ernest Hemingway,ErnestHemingway,4.26,eng,ScribnerClassics,"the short stories of ernest hemingway,ernesthemingway,scribnerclassics"
Little Big Book for God s Children,AliceWong/LenaTabori,4.88,en-US,WelcomeBooks,"little big book for god s children,alicewong/lenatabori,welcomebooks"
Little Children,TomPerrotta,3.62,eng,St.Martin'sGriffin,"little children,tomperrotta,st.martin'sgriffin"
